id,Entity,text,url,gt,gemini-flash,gemini-pro,gemini-flash-vlm,train
165777,Office,floor plan layout design office floor plans reception and open office floor plan layout luxamcc,https://tse2.mm.bing.net/th?id=OIP.x_L5MGAm60d7kNq8e0fw1QHaEp,no,no,no,no,2
627726,Living Room,"Modern living room interior with white walls, a concrete floor, a sofa and an armchair near a coffee table. A panoramic window. 3d rendering mock up",https://us.123rf.com/450wm/ismagilov/ismagilov1801/ismagilov180101653/93962603-moderner-wohnzimmerinnenraum-mit-wei%C3%9Fen-w%C3%A4nden-einem-betonboden-einem-sofa-und-einem-lehnsessel-nahe-ei.jpg?ver=6,no,no,no,-1,2
00015.jsonl.gz-17592694,Mountain,Wonderful downtown condo with fantastic city and mountain vi,https://www.corporatehousingbyowner.com/uploads/listing_images/detail_slider/15789_primary.jpg,no,no,no,no,2
894308,Office,Home Office Chair Ergonomic Desk Chair Mid-Back Mesh Computer Chair Lumbar Support Comfortable Executive Adjustable Rolling Swivel Task Chair,https://images-na.ssl-images-amazon.com/images/I/71ab3Vc-9nL._AC_SL500_.jpg,no,united states,no,no,2
856536,Wedding Dress,Pippa Middleton's Wedding Dress,https://lh6.googleusercontent.com/proxy/HikKqVgmcaIGL7Wd_iitL3c4ASQ2qoNjiHYdxkires5YH1DIhs8Y3T9RclTAj5sAXfTaWJJPLS8Wu56UHjry7u59jC52pbAA8eLc7IdcTgLKjO9kccM5gNcVzm8zyvlrtirLJ3HV8SzzjHIr=s0-d,no,united kingdom,united kingdom,united kingdom,2
00012.jsonl.gz-3974045,Island,Hickory Floor Kitchen With Island,https://barnumfloors.com/wp-content/uploads/2021/04/IMG_1018-1024x1024.jpg,no,no,no,no,2
00020.jsonl.gz-13908690,House,House Plastic Cleaning  Duster LS-3812-3,http://cdn.goodao.net/lishin/mg_6995.jpg,no,no,no,no,2
00049.jsonl.gz-8225031,Beach,turtle beach ohau | Catered Events At Turtle Bay !,https://i.pinimg.com/736x/f6/5d/f7/f65df795e6321b957f80f38582dbcd99--oahu-hawaii-pipeline-hawaii.jpg,united states,united states,united states,united states,2
00094.jsonl.gz-14339611,Beach,"Photo of 94230 Second St Gold Beach, OR 97444",http://slb3.adicio.com/squisher.php?u=http%3A%2F%2Fphotos.listhub.net%2FRMLSOR%2F18439573%2F1%3Flm%3D20180530T200002&amp;w=320&amp;h=220&amp;lb=fff,united states,united states,united states,-1,2
00047.jsonl.gz-2321656,Road,"Photo of 63r Tilden Road, Unit 63 R, Scituate, MA 02066 (MLS # 72348954)",http://1-mls-pics-cdn.zillowpress.com/26/72348954/0-medium.jpg,united states,united states,united states,-1,2
641662,Wedding Dress,You Need to See This Breakfast at Tiffany's-Inspired Wedding Dress Collection,https://www.brit.co/media-library/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8yMTUxNTgwNC9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTY1OTE4MzUxM30.RKX7B1lSsu5aPU5qw3OIA211jene4VcMYBa4xIsNa7Q/image.jpg?width=600&quality=85,no,germany,united states,-1,2
742087,Lake,"Family of two enjoying boat ride at lake, Lithuania",https://static1.bigstockphoto.com/9/6/1/large2/169440353.jpg,lithuania,lithuania,lithuania,lithuania,2
00036.jsonl.gz-7015458,Toilet,Wallpaper Decor Wall Stickers Decoration Home Toilet Bathroom Waterproof Decorative PVC Sticker The Underwater World,https://ae01.alicdn.com/kf/HTB1.4fORHPpK1RjSZFFq6y5PpXaS/Wallpaper-Decor-Wall-Stickers-Decoration-Home-Decoration-Toilet-Bathroom-Waterproof-Decorative-PVC-Sticker-The-Underwater-World.jpg_220x220.jpg,no,united states,no,no,2
75913,Jewelry,Light Blue Aura Opal Quartz Crystal Ring - Doublet Band Moon Jewelry Ethiopian Opal - Sterling Silver 925 - Size 6,https://cdn.shopify.com/s/files/1/0552/0945/products/IMG_1050_9fc0bf27-3e94-409c-be86-e7bc7dc7c192_grande.jpg?v=1594516097,no,ethiopia,ethiopia,ethiopia,2
00008.jsonl.gz-6307954,Hotel,West Breeze Hotel - Reception Area,http://westbreezehotel.com/wp-content/uploads/2014/12/West-Breeze-Hotel-Reception-Area-150x150.jpg,no,no,kenya,-1,2
00025.jsonl.gz-15411591,Kitchen,CAMPING SINK OUTDOOR KITCHEN STAINLESS STEEL DRAINING ... on Outdoor Patio Sink id=24593,https://i1.wp.com/storage.googleapis.com/syncrooo-content/85b42c19-aebd-4658-9071-cd81262604d2/images/08647e9b-62b6-4472-bdb5-c1e06a766f7c.jpg,no,no,no,no,2
00088.jsonl.gz-2852598,Car,"Rapido Trains 50038 HO 52Ft 6In Mill Gondolas 6 Car Set CP Rail Action Red #340485, 340956, 341085, 341246, 341523, 341575",http://www.ovrtrains.com/images/T/xctmpZbKCzw.png,no,no,canada,-1,2
571587,Living Room,tv unit designs for living room modern wall unit designs for,http://t0.gstatic.com/images?q=tbn:ANd9GcQks-YeqhU_qhVKX-8hRUtTDvKGpFrdVZbVe3FuxU6nUYOP2dQx,no,no,no,no,2
00013.jsonl.gz-3957236,Kitchen,"6 Fun ways to decorate your kitchen table.if you don't have cats! Fall Crafts, Diy Crafts, Do It Yourself Home, A Table, Dinner Table, Holidays And Events, Fall Halloween, Decorating Tips, Diy Home Decor",https://i.pinimg.com/236x/4c/e1/0b/4ce10b3d0c1c3e4b8f4853480bdc41fa--kitchen-tables-kitchen-dining.jpg,no,no,no,no,2
00010.jsonl.gz-10584958,Mountain,aerial - mountain villages in italian alps - prato stock videos and b-roll footage,https://media.gettyimages.com/videos/aerial-mountain-villages-in-italian-alps-video-id462846204?s=640x640,italy,italy,italy,-1,2
00030.jsonl.gz-4664573,Hill,Silent Hill Homecoming - Xbox - Xbox 360,https://i.ebayimg.com/thumbs/images/g/iRwAAOSw7blfWEJ~/s-l225.jpg,no,no,no,no,2
00072.jsonl.gz-14670461,Island,glass top kitchen island kitchen island bar stools,http://tse4.mm.bing.net/th?id=OIP.hyrvNzkTC2G_ijsSpxcvaQHaFa,no,no,no,-1,2
404603,Office,EGYPT : Very interesting group of 5 Registered Field Post Office covers,https://storage.googleapis.com/hipstamp/p/6b29c3d4e94edbda54d9c9c5d0992861-300.jpg,egypt,united states,egypt,egypt,2
00077.jsonl.gz-9861598,Beach,ÃÂ¤ÃÂ¾ÃÂÃÂ¾ ÃÂ¾ÃÂÃÂµÃÂ»ÃÂ Phi Phi Nice Beach Resort 2*,https://tophotels.ru/icache/hotel_photos/30/1075/134036/1197552_200x200.JPG,thailand,thailand,thailand,thailand,2
00097.jsonl.gz-9425611,Kitchen,female and male chefs in double-breasted jackets and hats talking while cooking in restaurant kitchen,https://st4.depositphotos.com/12985790/24165/i/380/depositphotos_241659316-stock-photo-female-male-chefs-double-breasted.jpg,no,no,no,no,2
504713,Valley,Monument Valley,https://amdroidplay.com/wp-content/uploads/2015/12/logo2-360x199.jpg,united states,united states,united states,united states,2
00015.jsonl.gz-2267784,House,"Photo for Iandra House Holiday Home with sparkling pool, Aircon and free Wifi",https://odis.homeaway.com/odis/listing/fb056cc2-8bb8-4b40-aae0-9abd53448edf.c6.jpg,australia,no,australia,-1,2
243811,Jewelry,Summer Beach Starfish Anklets Bracelets Bohemian Double Layer Silver Color Alloy Beads For Women Wedding Gift Jewelry,https://ae01.alicdn.com/kf/HTB135LzbgFY.1VjSZFqq6ydbXXaX/Summer-Beach-Starfish-Anklets-Bracelets-Bohemian-Double-Layer-Silver-Color-Alloy-Beads-Anklets-For-Women-Wedding.jpg_220x220.jpg,no,no,no,no,2
00100.jsonl.gz-16718509,House,restaurant   house  concrete sewer pipes,https://tse3.mm.bing.net/th?id=OIP.1FQSM9a3JrVgGoERivtEuQHaFj&pid=15.1,no,no,no,no,2
00067.jsonl.gz-567993,Hill,"everydaylifesf Elephant Trunk Hill (Guilin, China) Photo Print",https://rlv.zcache.com/elephant_trunk_hill_guilin_china_photo_print-r3a23ef397a424d8ab4e440cae049b65c_7vpp_8byvr_367.jpg?bg=0xFFFFFF,china,china,china,china,2
00098.jsonl.gz-13842452,Road,"Thumbnail 2 bed property to rent in Stoneygate Road, Stoneygate, Leicester",https://lid.zoocdn.com/354/255/5165cadc9d92c0da12acd89a2afda8398385fbee.jpg,united kingdom,no,united kingdom,united kingdom,2
915208,Shop,Skull Tentacles Home Blanket by leogoncalves's Artist Shop,https://cdn-images.threadless.com/threadless-media/artist_shops/shops/leogoncalves/products/118299/shirt-1478645734-54f95564f391b9d948f32345b364d993.png?v=3&d=eyJvbmx5X21ldGEiOiBmYWxzZSwgImZvcmNlIjogZmFsc2UsICJvcHMiOiBbWyJpZl8iLCBbeyJ0IjogImV4cHIiLCAidiI6IFsiaGFzX2FscGhhIiwgbnVsbCwgbnVsbF19LCB7InQiOiAiY29tcCIsICJ2IjogWyJ0aHJlYWRsZXNzLW1lZGlhL2FydGlzdF9zaG9wcy9zaG9wcy9sZW9nb25jYWx2ZXMvcHJvZHVjdHMvMTE4Mjk5L3NoaXJ0LTE0Nzg2NDU3MzQtNTRmOTU1NjRmMzkxYjlkOTQ4ZjMyMzQ1YjM2NGQ5OTMucG5nIiwgW1sidHJpbSIsIFt0cnVlLCBmYWxzZV0sIHt9XSwgWyJyZXNpemUiLCBbMTY4Ny41LCAyMDA4LjkyODU3MTQyODU3MTNdLCB7Im1heF9zY2FsZSI6IDMuMH1dLCBbInBhZCIsIFszMzQuODIxNDI4NTcxNDI4NTYsIDI4MS4yNSwgMzM0LjgyMTQyODU3MTQyODU2LCAyODEuMjVdLCB7ImJhY2tncm91bmQiOiAiZmZmZmZmIn1dLCBbImNhbnZhc19jZW50ZXJlZCIsIFsyMjUwLjAsIDI2NzguNTcxNDI4NTcxNDI4NF0sIHsiYmFja2dyb3VuZCI6ICJmZmZmZmYifV1dXX0sIHsidCI6ICJjb21wIiwgInYiOiBbInRocmVhZGxlc3MtbWVkaWEvYXJ0aXN0X3Nob3BzL3Nob3BzL2xlb2dvbmNhbHZlcy9wcm9kdWN0cy8xMTgyOTkvc2hpcnQtMTQ3ODY0NTczNC01NGY5NTU2NGYzOTFiOWQ5NDhmMzIzNDViMzY0ZDk5My5wbmciLCBbWyJyZXNpemUiLCBbMjI1MC4wLCAyNjc4LjU3MTQyODU3MTQyODRdLCB7Im1heF9zY2FsZSI6IDMuMCwgInN0eWxlIjogIkNST1AifV0sIFsiY2FudmFzX2NlbnRlcmVkIiwgWzIyNTAuMCwgMjY3OC41NzE0Mjg1NzE0Mjg0XSwgeyJiYWNrZ3JvdW5kIjogImZmZmZmZiJ9XV1dfV0sIHt9XSwgWyJlbmNvZGUiLCBbIi5wbmciXSwgeyJkcGkiOiAzMDB9XSwgWyJyZXNpemUiLCBbMTM3NV0sIHt9XSwgWyJvdmVybGF5IiwgWyJ0aHJlYWRsZXNzLW1lZGlhL2FydGlzdF9zaG9wcy9vdmVybGF5cy8zZjk2NWVmNzFiMTdiODExNDlkNDI0ZmJhNTYyZTM0Yy9mcm9udC0xNDk0MDAzOTIzLTgzNDEyODkwMDI4MDhjNGYzNDMwYWE5ZGZiZDQ0ZDZjLnBuZyJdLCB7InkiOiAyMDUsICJ4IjogMzE4LCAiYmFja2dyb3VuZCI6ICJmZmZmZmYifV0sIFsicmVzaXplIiwgWzgwMF0sIHt9XSwgWyJjYW52YXNfY2VudGVyZWQiLCBbODAwLCA4MDAsICIjZmZmZmZmIl0sIHt9XSwgWyJlbmNvZGUiLCBbImpwZyIsIDg1XSwge31dXX0=,no,united states,no,no,2
00010.jsonl.gz-14412637,Mountain,Smoky Mountain Color,https://photos.smugmug.com/Photography/Great-Smoky-Mountains/i-8LXfpD4/3/07aee643/S/_DSC4958-Edit-S.jpg,united states,united states,united states,united states,2
413516,Wedding Dress,gold chagne bridesmaid dresses strapless sparkle tulle wedding dress with gold and silver sequins instyledress co uk,https://tse4.mm.bing.net/th?id=OIP.PZuyqRf7Bv43bGG8B2XjAgDHEs&amp;pid=15.1&amp;P=0&amp;w=300&amp;h=300,united kingdom,no,united kingdom,united kingdom,2
00026.jsonl.gz-10794587,Hill,notting hill carnival bank holiday events,https://www.timeandleisure.co.uk/wp-content/uploads/2019/08/notting-hill-carnival12.jpg,united kingdom,united kingdom,united kingdom,-1,2
441148,Jewelry,Freeshipping Christmas decoration christmas tree child jewelry handcuffs accessory christmas bangle party wear 60 pcs/lot,http://i00.i.aliimg.com/wsphoto/v0/1350853266/Freeshipping_Christmas_decoration_christmas_tree_child_jewelry_handcuffs_accessory_christmas_bangle_party_wear_60_pcs_lot.jpg_200x200.jpg,no,no,no,-1,2
00029.jsonl.gz-1744273,Apartment,2 Beds - Hunters Green at 5101 Overton Ridge Boulevard in Fort Worth TX is a Apartment,http://i.oodleimg.com/item/4342970377u_3x424x360f_apartments_for_rent_in_fort_worth_tx/?1495524191,united states,united states,united states,united states,2
00062.jsonl.gz-12441733,Toilet,toilet png images are download crazypngm crazy png images download #29287,https://www.freepnglogos.com/uploads/toilet-png/toilet-png-images-are-download-crazypngm-crazy-png-images-download-27.png,no,no,no,no,2
00073.jsonl.gz-10979511,Road,Image of Rotor noQ Aero 5-Arm 110 BCD Road Chainring,https://1554652485.rsc.cdn77.org/i/p/7/3/63037_00_c.jpg,no,no,no,-1,2
416701,Living Room,nautical decorations casual living room lots,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTB1CO2_ahE1ukRGeJ4ZkPb0u5O-oel6rnFWvAZHSrL5zOyaE-xbw,no,no,no,-1,2
00064.jsonl.gz-6560657,Hill,"23 Observatory Lane, Richmond Hill",https://s3-us-west-1.amazonaws.com/cdn.agentlocator.ca/TREB/prod/N4442787_Condo/ebb7ad90-c0b3-4a06-96bd-6514914ab5b7.jpeg,canada,no,canada,canada,2
00008.jsonl.gz-14054906,Apartment,Paris Apartment Interior Design Designsetter,https://cdn.pratiquesciencessociales.net/wp-content/uploads/paris-apartment-interior-design-designsetter_531994-840x450.jpg,france,no,france,-1,2
00004.jsonl.gz-4864719,Mountain,"Is a Canadian Rocky Mountain Wedding Right for You? Banff Wedding Planner, Naturally Chic, shares tips to help you make a decision | www.naturallychic.ca",http://banffandcanmoreweddingplanner.com/wp-content/uploads/Pinterest-mountain-venues.jpg,canada,canada,canada,-1,2
00085.jsonl.gz-12938042,Bedroom,Vacation home seaside retreat two bedroom home 3733 monterey ca for Monterey hotels 2 bedroom suites,https://t-ec.bstatic.com/images/hotel/max1024x768/955/95542027.jpg,united states,united states,united states,-1,2
00116.jsonl.gz-4953872,House,Kitchen. Beach House Kitchen. Cottage Kitchen. Waterfront Home Kitchen. Small Cottage Kitchen. #Kitchen,https://www.homebunch.com/wp-content/uploads/Kitchen.-Beach-House-Kitchen.-Cottage-Kitchen.-Waterfront-Home-Kitchen.-Small-Cottage-Kitchen.-Kitchen.jpg,no,no,no,no,2
325476,Living Room,Picture of: Living Room Color Schemes,https://www.hotelgabrieleroma.com/wp-content/uploads/2017/07/Living-Room-Color-Schemes.jpeg,no,no,no,-1,2
00107.jsonl.gz-2153624,Toilet,"30 Magnificent Ideas And Pictures Of 1950s Bathroom Tiles, 50s Style ... Retro Bathroom Mirrors Creative Decoration But Rhpinterestcom Great Pictures And Ideas Of Old Fashioned The Best Ideas For Tile Design Popular And Square Beautiful Archauteonluscom Retro Bathroom 3 Old In 2019 Art Deco 1940s House Toilet Youtube Bathrooms From The 12 Modern Most Amazing Grand Diyhous Magnificent Pictures Of With Blue Vintage Designs 3130180704 Appsforarduino Pink Tub",https://t0.gstatic.com/images?q=tbn:ANd9GcTTp439Z4ZYThXUdcY4pUbtJmNdfBxu0fbeVPgE8K7f1i0OGs74,no,no,no,no,2
347579,Wedding Dress,Sapphire by Alfred Angelo 850SLF/850SLFC Wedding Dress photo,https://media-api.theknot.com/images/973b878a-52c1-82f7-1bf5-b5e024e866c3?quality=75,no,no,no,united states,2
00070.jsonl.gz-5129219,Island,Amity Island Lifeguard  Funny Jaws Shark Week Humor Red Basic Men's T-Shirt,https://thumbs4.ebaystatic.com/pict/1220166380114040_2.jpg,no,no,no,-1,2
00082.jsonl.gz-4697253,Bedroom,"5th Upper Level Bedroom! - 11600 FOREST HILL CT, FAIRFAX",http://bright-media.brightmls.com/bright/images/0000/3009/5259/5720/300952595720_1024_768_WM_0h2fzlUF_UD6Rkqx.jpg,united states,united states,united states,united states,2
00005.jsonl.gz-4593692,Bedroom,Burnt Orange Bedroom Wall With Brown And White Accents Bedroom Orange Orange Bedroom Walls Orange Bedroom Decor,https://i.pinimg.com/originals/3e/f1/30/3ef13084b3ac17739110ac3219ea8d67.jpg,no,no,no,no,2
893517,Valley,Gel uv Color Base One Silcare Las Vegas Green Valley 17,https://evoqe.ro/image/cache/gel%20bo/gel-uv-color-base-one-silcare-las-vegas-green-valley-17-900x900.jpg,no,united states,united states,-1,2
00089.jsonl.gz-10946493,House,3 bed house to rent in Springfield Road  - Property Image 11,https://media1.estateapps.co.uk/9069/10728440-image-10-DSC_0148.jpg?width=150,no,no,no,-1,2
00122.jsonl.gz-14749358,Bedroom,"Beautiful Best 25+ Girls Princess Room Ideas On Pinterest | Princess Room, Toddler Princess  Room And Girls Princess Bedroom",https://i.pinimg.com/736x/69/1d/ce/691dce2fe534a1d02d3dbb9d44f7caaa--princess-theme-bedroom-princess-bedrooms.jpg,no,netherlands,no,no,2
819349,Lake,62nd Lake Forest Cross Country Festival<br><br><br><br><a href='https://www.trisportsevents.com/pics/IMG_0021_56305272.JPG' download='IMG_0021_56305272.JPG'>Click here to download.</a><Br><a href='http://www.facebook.com/sharer.php?u=http:%2F%2Fwww.trisportsevents.com%2Fpics%2FIMG_0021_56305272.JPG&t=62nd Lake Forest Cross Country Festival' target='_blank'><img src='images/fb_share.png' width='100'></a>,https://www.trisportsevents.com/pics/IMG_0021_56305272.JPG,no,united states,united states,-1,2
00009.jsonl.gz-1927298,Mountain,"'Splash Mountain' ride at Walt Disney World, Disneyland to be re-themed",https://images.foxtv.com/static.fox35orlando.com/www.fox35orlando.com/content/uploads/2020/06/284/160/splahs-mountain-tiana.jpg?ve=1&tl=1,united states,united states,united states,united states,2
00035.jsonl.gz-321849,House,House - Rutherford NJ - My Grandmother's Garden  Tote Bag by Mike Savad,http://render.fineartamerica.com/images/rendered/small/tote-bag/images-medium-5/house-rutherford-nj-my-grandmothers-garden-mike-savad.jpg?orientation=0,united states,united states,united states,united states,2
471022,Wedding Dress,Sparkly cowl back wedding dress and voluminous updo | Sue-Slique Photography,https://i.pinimg.com/236x/71/a9/81/71a98119cf076f989cfc23c72dc20b0c.jpg,no,no,no,no,2
00042.jsonl.gz-8362007,Kitchen,PIZZA KING Kitchen Aprons,https://rlv.zcache.com/pizza_king_kitchen_aprons-r81e12094ae7e4d65bba581645098b33e_v9wh6_8byvr_324.jpg,no,no,no,no,2
00051.jsonl.gz-9736867,Apartment,Abstract White Apartment / Filipe Borges de Macedo ÃÂ© Filipe Borges de Macedo,http://ad009cdnb.archdaily.net/wp-content/uploads/2010/11/1290437761-dsc-0718-w1500-h1500-125x125.jpg,no,no,no,no,2
00078.jsonl.gz-7697565,Kitchen,second kitchen island a second kitchen island serves as a desk and bookshelf and,http://t0.gstatic.com/images?q=tbn:ANd9GcQX76CRJdCryf6evwUsJ1eNrRGHWGZGcodSNk_zqdr_X11ypXE3,no,no,no,no,2
00014.jsonl.gz-259398,Mountain,Rural landscape with the view of Lysica mountain peak. ReklamnÃÂ­ fotografie,https://us.123rf.com/450wm/dariuszl/dariuszl2011/dariuszl201100002/159111608-rural-landscape-with-the-view-of-lysica-mountain-peak-.jpg?ver=6,poland,poland,poland,-1,2
00004.jsonl.gz-14584842,Road,"Thumbnail 2 bed flat to rent in Terrace Road, Aberystwyth",https://lid.zoocdn.com/354/255/7eb4ff7e42c6ee2a987221cad55179ab47016110.jpg,united kingdom,united kingdom,united kingdom,united kingdom,2
00036.jsonl.gz-10045741,Apartment,4 bed apartment in Greeley,https://d1fii7kpq2y7pu.cloudfront.net/photos/975323241/original/open-uri20181116-1041-uehub5?1542369659,united states,united states,united states,-1,2
647820,Living Room,what is a good color to paint a living room prepossessing 12 best,http://t0.gstatic.com/images?q=tbn:ANd9GcThuMkFu1GxFCJRdA0ta-0NsnHnGI_Y8frTmTqz_TAbO51VHd0S,no,no,no,no,2
00118.jsonl.gz-14658865,Hotel,Director Taika Waititi attends The Cinema Society's Screening Of Marvel Studios' 'Thor Ragnarok' at the Whitby Hotel on October 30 2017 in New York...,http://media.gettyimages.com/photos/director-taika-waititi-attends-the-cinema-societys-screening-of-picture-id868337444?s=612x612,united states,united states,united states,-1,2
00032.jsonl.gz-17204995,Hotel,InnJoy Boutique Hotel,https://q-xx.bstatic.com/images/hotel/max500/411/41190459.jpg,no,no,no,-1,2
00043.jsonl.gz-5587246,Hotel,jumeirah beach hotel romantic beach dining jumeirah,https://i.pinimg.com/736x/64/8b/8f/648b8f77f5b2319535544dbb41001d0a--romantic-beach-romantic-places.jpg,united arab emirates,united arab emirates,united arab emirates,united arab emirates,2
00127.jsonl.gz-12581224,Flag,Story of the American Flag: With Patriotic Selections and Incidents  by  Samuel Fallows,https://i.gr-assets.com/images/S/photo.goodreads.com/books/1442819298i/26292318.jpg,united states,united states,united states,united states,2
00089.jsonl.gz-392482,Mountain,MOUNTAIN FOREST Metal Print,"https://ctl.s6img.com/society6/img/WJ2ytjm1SV3htHQH705EItaN_qY/h_264,w_264/metal-prints/2x3/front/~artwork/s6-original-art-uploads/society6/uploads/misc/fd39a0f54d194ec88a6aa89bb8591a66/~~/mountain-forest1665650-metal-prints.jpg?wait=0&attempt=0",no,no,no,no,2
00039.jsonl.gz-11705616,Flag,Flag Counter,http://s06.flagcounter.com/count/mQDK/bg_63FFFF/txt_000000/border_CCCCCC/columns_2/maxflags_20/viewers_0/labels_1/pageviews_1/flags_1/,no,no,no,no,2
637802,Wedding Dress,<p>The large puffy sleeves on Lady Diana Spencer's David and Elizabeth Emanuel wedding dress immediately reminds us of Ariel's wedding dress. The fitted bodice and full skirt are extremely similar as well.</p>,https://s.yimg.com/ny/api/res/1.2/ktICuYCykv3kAn_3IHfYFw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTE0NDkuOTExNTA0NDI0Nzc4Nw--/https://s.yimg.com/uu/api/res/1.2/p.6FOwBbHQPCgfMadvGuaA--~B/aD0xMDI0O3c9Njc4O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/redbook_842/30d650b24bf8c27deae94f30a628e156,no,no,united kingdom,-1,2
517317,Shop,simplehuman lighted sensor activated magnifying vanity makeup mirror shop all brands beauty. Black Bedroom Furniture Sets. Home Design Ideas,https://macys-o.scene7.com/is/image/MCY/products/1/optimized/3351071_fpx.tif?$filterlrg$&wid=327,no,united states,no,no,2
00056.jsonl.gz-15781256,Apartment,1 Bed - Runaway Bay Apartments at 1011 Runaway Bay Dr in Lansing MI is a Apartment,http://i.oodleimg.com/item/4243545876u_3x424x360f_apartments_for_rent_in_lansing_mi/?1490517705,united states,united states,united states,united states,2
00012.jsonl.gz-4756289,Mountain,2008 Yamaha Nytro Mountain Sled,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YhIAAOSwal5YDVLZ/$_35.JPG,no,colombia,no,no,2
